Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,AltTitle.other,Title,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription-NO,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title,Program,IIIF Manifest URL
ark:/21198/z13z3s95,,,Collection,,,,,,The Amer Hlehel Collection,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/collections/ark%3A%2F21198%2Fz13z3s95
ark:/13030/m5tv2fpj,ark:/21198/z13z3s95,,Work,230.0,0230.01.0011,The Amer Hlehel Collection,Amer Hlehel Sub-collection 1: Photographs,"صورة لعامر حليحل خلال أداء مسرحية ""دياب""","A Photograph of Amer Hlehel on Stage During the Theatrical Performance of ""Diab""","A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".|~|صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".","Amer Hlehel (Palestinian playwright, actor, and director). Interview with the PMDA researcher Majd Sidawi. January - March 2020. Unrecorded. the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,Culture and Arts,,image/jpeg,3229.0,4477.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/8/66740_ca_object_representations_media_127829_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/8/25165_ca_object_representations_media_127829_original.jpg,https://palarchive.org/index.php/Detail/objects/166079/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,,,The Amer Hlehel Collection | Amer Hlehel Sub-collection 1: Photographs,11 September 2019 at 11:47:58,28 April 2021 at 14:30:37,"; A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".","صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".",color photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5tv2fpj/manifest
ark:/13030/m5bs6gxk,ark:/21198/z13z3s95,,Work,230.0,0230.01.0012,The Amer Hlehel Collection,Amer Hlehel Sub-collection 1: Photographs,"صورة لعامر حليحل خلال أداء مسرحية ""دياب""","A Photograph of Amer Hlehel on Stage During the Theatrical Performance of ""Diab""","A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".|~|صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".","Amer Hlehel (Palestinian playwright, actor, and director). Interview with the PMDA researcher Majd Sidawi. January - March 2020. Unrecorded. the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,Culture and Arts,,image/jpeg,4493.0,3229.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/8/5260_ca_object_representations_media_127830_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/8/78214_ca_object_representations_media_127830_original.jpg,https://palarchive.org/index.php/Detail/objects/166080/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,,,The Amer Hlehel Collection | Amer Hlehel Sub-collection 1: Photographs,11 September 2019 at 11:47:58,28 April 2021 at 14:30:37,"; A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".","صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".",color photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5bs6gxk/manifest
ark:/13030/m5kb0z88,ark:/21198/z13z3s95,,Work,230.0,0230.01.0013,The Amer Hlehel Collection,Amer Hlehel Sub-collection 1: Photographs,"صورة لعامر حليحل خلال أداء مسرحية ""دياب""","A Photograph of Amer Hlehel on Stage During the Theatrical Performance of ""Diab""","A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".|~|صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".","Amer Hlehel (Palestinian playwright, actor, and director). Interview with the PMDA researcher Majd Sidawi. January - March 2020. Unrecorded. the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,Culture and Arts,,image/jpeg,3229.0,4477.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/8/23211_ca_object_representations_media_127831_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/8/19156_ca_object_representations_media_127831_original.jpg,https://palarchive.org/index.php/Detail/objects/166081/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,,,The Amer Hlehel Collection | Amer Hlehel Sub-collection 1: Photographs,11 September 2019 at 11:47:58,28 April 2021 at 14:30:37,"; A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".","صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".",color photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5kb0z88/manifest
ark:/13030/m5fk06g1,ark:/21198/z13z3s95,,Work,230.0,0230.01.0014,The Amer Hlehel Collection,Amer Hlehel Sub-collection 1: Photographs,"صورة لعامر حليحل خلال أداء مسرحية ""دياب""","A Photograph of Amer Hlehel on Stage During the Theatrical Performance of ""Diab""","A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".|~|صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".","Amer Hlehel (Palestinian playwright, actor, and director). Interview with the PMDA researcher Majd Sidawi. January - March 2020. Unrecorded. the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,Culture and Arts,,image/jpeg,4477.0,3229.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/8/52385_ca_object_representations_media_127832_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/8/68789_ca_object_representations_media_127832_original.jpg,https://palarchive.org/index.php/Detail/objects/166082/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,,,The Amer Hlehel Collection | Amer Hlehel Sub-collection 1: Photographs,11 September 2019 at 11:47:58,28 April 2021 at 14:30:37,"; A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".","صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".",color photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5fk06g1/manifest
ark:/13030/m5xm659b,ark:/21198/z13z3s95,,Work,230.0,0230.01.0015,The Amer Hlehel Collection,Amer Hlehel Sub-collection 1: Photographs,"صورة لعامر حليحل خلال أداء مسرحية ""دياب""","A Photograph of Amer Hlehel on Stage During the Theatrical Performance of ""Diab""","A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".|~|صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".","Amer Hlehel (Palestinian playwright, actor, and director). Interview with the PMDA researcher Majd Sidawi. January - March 2020. Unrecorded. the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,Culture and Arts,,image/jpeg,3229.0,4498.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/8/29764_ca_object_representations_media_127833_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/8/91199_ca_object_representations_media_127833_original.jpg,https://palarchive.org/index.php/Detail/objects/166083/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,,,The Amer Hlehel Collection | Amer Hlehel Sub-collection 1: Photographs,11 September 2019 at 11:47:58,28 April 2021 at 14:30:37,"; A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".","صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".",color photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5xm659b/manifest
ark:/13030/m5gj77q6,ark:/21198/z13z3s95,,Work,230.0,0230.01.0016,The Amer Hlehel Collection,Amer Hlehel Sub-collection 1: Photographs,"صورة لعامر حليحل خلال أداء مسرحية ""دياب""","A Photograph of Amer Hlehel on Stage During the Theatrical Performance of ""Diab""","A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".|~|صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".","Amer Hlehel (Palestinian playwright, actor, and director). Interview with the PMDA researcher Majd Sidawi. January - March 2020. Unrecorded. the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,Culture and Arts,,image/jpeg,4508.0,3229.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/8/46447_ca_object_representations_media_127834_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/8/58871_ca_object_representations_media_127834_original.jpg,https://palarchive.org/index.php/Detail/objects/166084/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,,,The Amer Hlehel Collection | Amer Hlehel Sub-collection 1: Photographs,11 September 2019 at 11:47:59,28 April 2021 at 14:30:37,"; A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".","صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".",color photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5gj77q6/manifest
ark:/13030/m52c6ns7,ark:/21198/z13z3s95,,Work,230.0,0230.01.0017,The Amer Hlehel Collection,Amer Hlehel Sub-collection 1: Photographs,"صورة لعامر حليحل خلال أداء مسرحية ""دياب""","A Photograph of Amer Hlehel on Stage During the Theatrical Performance of ""Diab""","A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".|~|صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".","Amer Hlehel (Palestinian playwright, actor, and director). Interview with the PMDA researcher Majd Sidawi. January - March 2020. Unrecorded. the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,Culture and Arts,,image/jpeg,3229.0,4498.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/8/38626_ca_object_representations_media_127835_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/8/42014_ca_object_representations_media_127835_original.jpg,https://palarchive.org/index.php/Detail/objects/166085/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,,,The Amer Hlehel Collection | Amer Hlehel Sub-collection 1: Photographs,11 September 2019 at 11:47:59,28 April 2021 at 14:30:37,"; A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".","صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".",color photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm52c6ns7/manifest
ark:/13030/m58x1423,ark:/21198/z13z3s95,,Work,230.0,0230.01.0018,The Amer Hlehel Collection,Amer Hlehel Sub-collection 1: Photographs,"صورة لعامر حليحل خلال أداء مسرحية ""دياب""","A Photograph of Amer Hlehel on Stage During the Theatrical Performance of ""Diab""","A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".|~|صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".","Amer Hlehel (Palestinian playwright, actor, and director). Interview with the PMDA researcher Majd Sidawi. January - March 2020. Unrecorded. the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,Culture and Arts,,image/jpeg,3229.0,4487.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/8/10374_ca_object_representations_media_127836_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/8/74266_ca_object_representations_media_127836_original.jpg,https://palarchive.org/index.php/Detail/objects/166086/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,,,The Amer Hlehel Collection | Amer Hlehel Sub-collection 1: Photographs,11 September 2019 at 11:47:59,28 April 2021 at 14:30:37,"; A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".","صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".",color photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm58x1423/manifest
ark:/13030/m5m980fx,ark:/21198/z13z3s95,,Work,230.0,0230.01.0019,The Amer Hlehel Collection,Amer Hlehel Sub-collection 1: Photographs,"صورة لعامر حليحل خلال أداء مسرحية ""دياب""","A Photograph of Amer Hlehel on Stage During the Theatrical Performance of ""Diab""","A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".|~|صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".","Amer Hlehel (Palestinian playwright, actor, and director). Interview with the PMDA researcher Majd Sidawi. January - March 2020. Unrecorded. the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,Culture and Arts,,image/jpeg,3229.0,4498.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/8/81754_ca_object_representations_media_127837_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/8/31228_ca_object_representations_media_127837_original.jpg,https://palarchive.org/index.php/Detail/objects/166087/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,,,The Amer Hlehel Collection | Amer Hlehel Sub-collection 1: Photographs,11 September 2019 at 11:47:59,28 April 2021 at 14:30:37,"; A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".","صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".",color photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5m980fx/manifest
ark:/13030/m5550cdk,ark:/21198/z13z3s95,,Work,230.0,0230.01.0020,The Amer Hlehel Collection,Amer Hlehel Sub-collection 1: Photographs,"صورة لعامر حليحل خلال أداء مسرحية ""دياب""","A Photograph of Amer Hlehel on Stage During the Theatrical Performance of ""Diab""","A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".|~|صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".","Amer Hlehel (Palestinian playwright, actor, and director). Interview with the PMDA researcher Majd Sidawi. January - March 2020. Unrecorded. the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,Culture and Arts,,image/jpeg,4519.0,3240.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/8/43470_ca_object_representations_media_127838_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/8/74028_ca_object_representations_media_127838_original.jpg,https://palarchive.org/index.php/Detail/objects/166088/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,,,The Amer Hlehel Collection | Amer Hlehel Sub-collection 1: Photographs,11 September 2019 at 11:47:59,28 April 2021 at 14:30:37,"; A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".","صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".",color photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5550cdk/manifest
ark:/13030/m5p34nv6,ark:/21198/z13z3s95,,Work,230.0,0230.01.0021,The Amer Hlehel Collection,Amer Hlehel Sub-collection 1: Photographs,"صورة لعامر حليحل خلال أداء مسرحية ""دياب""","A Photograph of Amer Hlehel on Stage During the Theatrical Performance of ""Diab""","A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".|~|صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".","Amer Hlehel (Palestinian playwright, actor, and director). Interview with the PMDA researcher Majd Sidawi. January - March 2020. Unrecorded. the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,Culture and Arts,,image/jpeg,4498.0,3240.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/8/81496_ca_object_representations_media_127839_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/8/49730_ca_object_representations_media_127839_original.jpg,https://palarchive.org/index.php/Detail/objects/166089/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,,,The Amer Hlehel Collection | Amer Hlehel Sub-collection 1: Photographs,11 September 2019 at 11:47:59,28 April 2021 at 14:30:37,"; A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".","صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".",color photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5p34nv6/manifest
ark:/13030/m5rv8cf7,ark:/21198/z13z3s95,,Work,230.0,0230.01.0022,The Amer Hlehel Collection,Amer Hlehel Sub-collection 1: Photographs,"صورة لعامر حليحل خلال أداء مسرحية ""دياب""","A Photograph of Amer Hlehel on Stage During the Theatrical Performance of ""Diab""","A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".|~|صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".","Amer Hlehel (Palestinian playwright, actor, and director). Interview with the PMDA researcher Majd Sidawi. January - March 2020. Unrecorded. the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,Culture and Arts,,image/jpeg,3240.0,4519.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/8/82170_ca_object_representations_media_127840_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/8/49581_ca_object_representations_media_127840_original.jpg,https://palarchive.org/index.php/Detail/objects/166090/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,,,The Amer Hlehel Collection | Amer Hlehel Sub-collection 1: Photographs,11 September 2019 at 11:47:59,28 April 2021 at 14:30:37,"; A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".","صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".",color photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5rv8cf7/manifest
ark:/13030/m5jb3x5b,ark:/21198/z13z3s95,,Work,230.0,0230.01.0023,The Amer Hlehel Collection,Amer Hlehel Sub-collection 1: Photographs,"صورة لعامر حليحل خلال أداء مسرحية ""دياب""","A Photograph of Amer Hlehel on Stage During the Theatrical Performance of ""Diab""","A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".|~|صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".","Amer Hlehel (Palestinian playwright, actor, and director). Interview with the PMDA researcher Majd Sidawi. January - March 2020. Unrecorded. the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,Culture and Arts,,image/jpeg,3229.0,4508.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/8/91167_ca_object_representations_media_127841_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/8/26698_ca_object_representations_media_127841_original.jpg,https://palarchive.org/index.php/Detail/objects/166091/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,,,The Amer Hlehel Collection | Amer Hlehel Sub-collection 1: Photographs,11 September 2019 at 11:47:59,28 April 2021 at 14:30:37,"; A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".","صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".",color photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5jb3x5b/manifest
ark:/13030/m5zm36fq,ark:/21198/z13z3s95,,Work,230.0,0230.01.0024,The Amer Hlehel Collection,Amer Hlehel Sub-collection 1: Photographs,"صورة لعامر حليحل خلال أداء مسرحية ""دياب""","A Photograph of Amer Hlehel on Stage During the Theatrical Performance of ""Diab""","A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".|~|صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".","Amer Hlehel (Palestinian playwright, actor, and director). Interview with the PMDA researcher Majd Sidawi. January - March 2020. Unrecorded. the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,Culture and Arts,,image/jpeg,3240.0,4530.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/8/90057_ca_object_representations_media_127842_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/8/20378_ca_object_representations_media_127842_original.jpg,https://palarchive.org/index.php/Detail/objects/166092/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,,,The Amer Hlehel Collection | Amer Hlehel Sub-collection 1: Photographs,11 September 2019 at 11:47:59,28 April 2021 at 14:30:37,"; A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".","صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".",color photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5zm36fq/manifest
ark:/13030/m5dp1vrk,ark:/21198/z13z3s95,,Work,230.0,0230.01.0025,The Amer Hlehel Collection,Amer Hlehel Sub-collection 1: Photographs,"صورة لعامر حليحل خلال أداء مسرحية ""دياب""","A Photograph of Amer Hlehel on Stage During the Theatrical Performance of ""Diab""","A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".|~|صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".","Amer Hlehel (Palestinian playwright, actor, and director). Interview with the PMDA researcher Majd Sidawi. January - March 2020. Unrecorded. the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,Culture and Arts,,image/jpeg,3250.0,4540.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/8/77168_ca_object_representations_media_127843_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/8/73609_ca_object_representations_media_127843_original.jpg,https://palarchive.org/index.php/Detail/objects/166093/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,,,The Amer Hlehel Collection | Amer Hlehel Sub-collection 1: Photographs,11 September 2019 at 11:47:59,28 April 2021 at 14:30:37,"; A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".","صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".",color photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5dp1vrk/manifest
ark:/13030/m5hf5kdt,ark:/21198/z13z3s95,,Work,230.0,0230.01.0026,The Amer Hlehel Collection,Amer Hlehel Sub-collection 1: Photographs,"صورة لعامر حليحل خلال أداء مسرحية ""دياب""","A Photograph of Amer Hlehel on Stage During the Theatrical Performance of ""Diab""","A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".|~|صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".","Amer Hlehel (Palestinian playwright, actor, and director). Interview with the PMDA researcher Majd Sidawi. January - March 2020. Unrecorded. the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,Culture and Arts,,image/jpeg,4498.0,3229.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/8/51817_ca_object_representations_media_127844_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/8/40009_ca_object_representations_media_127844_original.jpg,https://palarchive.org/index.php/Detail/objects/166094/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,,,The Amer Hlehel Collection | Amer Hlehel Sub-collection 1: Photographs,11 September 2019 at 11:47:59,28 April 2021 at 14:30:37,"; A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".","صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".",color photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5hf5kdt/manifest
